id,formula,elements,num_elements,num_transition_metals,predicted_bandgap,predicted_density,predicted_stability,estimated_voltage,estimated_capacity,estimated_energy_density
GEN_09613,"{'Mn': 0.23029166460037231, 'Na': 0.08626385033130646, 'O': 0.5647661685943604, 'V': 0.11666996777057648}","Mn, Na, O, V",4,2,0.7695954524017675,4.400892114662924,0.04535846959553418,3.26912136427947,190,911.1798608157959
GEN_01195,"{'Mn': 0.20947106182575226, 'Na': 0.07304703444242477, 'O': 0.5762330889701843, 'V': 0.14040975272655487}","Mn, Na, O, V",4,2,0.6701079051180823,4.353852883929479,0.041937097853962435,3.2989676284645753,190,909.6705824680975
GEN_06389,"{'Fe': 0.2855828106403351, 'Na': 0.09333767741918564, 'O': 0.5670575499534607, 'V': 0.04216077923774719}","Fe, Na, O, V",4,2,1.1034983134132794,4.518882701647199,0.04498741298545764,3.1689505059760164,190,906.9406561759733
GEN_07227,"{'Co': 0.01416495256125927, 'Mn': 0.2251937985420227, 'Na': 0.23967204988002777, 'O': 0.4983532130718231, 'V': 0.010130461305379868}","Co, Mn, Na, O, V",5,3,0.8132148629335832,3.97333326165013,0.03953329944071313,3.256035541119925,210,905.6120021652745
GEN_09904,"{'Co': 0.20005783438682556, 'Mn': 0.08983541280031204, 'Na': 0.19212327897548676, 'O': 0.5102379322052002}","Co, Mn, Na, O",4,2,0.8086459199030477,4.387588248769999,0.036672802859449044,3.2574062240290855,190,905.1699604346172
GEN_02230,"{'Co': 0.26466888189315796, 'Mn': 0.028795475140213966, 'Na': 0.19012510776519775, 'O': 0.50849848985672}","Co, Mn, Na, O",4,2,0.8103854691586136,4.3812954048957575,0.022822136528488256,3.2568843592524157,190,903.7269235730665
GEN_06366,"{'Mn': 0.3465970456600189, 'Na': 0.1604132354259491, 'O': 0.4881596565246582}","Mn, Na, O",3,1,0.3058524858796487,4.675693560229514,0.05296907342820638,3.4082442542361053,170,903.0346569691901
GEN_05638,"{'Mn': 0.21971192955970764, 'Na': 0.10310377180576324, 'O': 0.5702612400054932, 'V': 0.10633007436990738}","Mn, Na, O, V",4,2,0.7418832184541974,4.3498843596360635,0.052155373922488486,3.277435034463741,190,902.9093484220169
GEN_06152,"{'Co': 0.2690470516681671, 'Mn': 0.02943413145840168, 'Na': 0.12400182336568832, 'O': 0.5467967391014099, 'P': 0.015070974826812744}","Co, Mn, Na, O, P",5,2,0.7250244924573834,4.342955084051702,0.030279192405279994,3.282492652262785,190,902.862149658778
GEN_06925,"{'Co': 0.012956450693309307, 'Mn': 0.2577403485774994, 'Na': 0.15455329418182373, 'O': 0.5352886319160461, 'P': 0.023983489722013474, 'V': 0.011877074837684631}","Co, Mn, Na, O, P, V",6,3,0.7172123686846622,3.924629562447928,0.046758111543432644,3.2848362893946015,210,902.4235926411867
GEN_07053,"{'Co': 0.2371959388256073, 'Mn': 0.05727403610944748, 'Na': 0.19313450157642365, 'O': 0.5059567093849182}","Co, Mn, Na, O",4,2,0.833885176626315,4.384030966885838,0.034533300609680725,3.2498344470121054,190,902.3337406870477
GEN_07475,"{'Fe': 0.29576706886291504, 'Na': 0.1273086965084076, 'O': 0.5403441190719604, 'V': 0.028125913813710213}","Fe, Na, O, V",4,2,1.0475630487911778,4.469174720658168,0.04655398146502033,3.185731085362647,190,901.7139594561177
GEN_09149,"{'Co': 0.21121181547641754, 'Mn': 0.08211762458086014, 'Na': 0.17702999711036682, 'O': 0.5186975598335266}","Co, Mn, Na, O",4,2,0.7455643674726442,4.341245557426293,0.03684966665937325,3.2763306897582067,190,900.8125499329084
GEN_02007,"{'Mn': 0.34330514073371887, 'Na': 0.14879047870635986, 'O': 0.4953782856464386}","Mn, Na, O",3,1,0.31814441506720076,4.667258545225863,0.05324651758881634,3.40455667547984,170,900.4302867258789
